age,job_level,tenure_years,salary_usd,salary_vs_market_pct,rto_mandate,days_in_office_required,commute_minutes,prefers_remote,flexibility_importance,ai_tools_adoption,weekly_hours,after_hours_work,burnout_score,manager_relationship_score,manager_1on1_per_month,engagement_score,promotions_last_2y,career_growth_score,recent_layoff_round,team_size,attrition,gender_Male,gender_Other,department_Data,department_Engineering,department_Finance,department_HR,department_Marketing,department_Operations,department_Product,department_Sales,work_arrangement_onsite,work_arrangement_remote
34,1,5.9,98000,6.7,0,0,53,0,2,1,36,0,5.9,2,1,50,0,1,0,20,1,True,False,False,True,False,False,False,False,False,False,False,True
37,3,0.6,137000,3.3,0,3,67,1,1,3,48,0,4.9,4,4,87,1,3,1,10,0,True,False,False,False,False,False,False,False,False,True,False,False
27,0,2.1,55000,-10.6,0,0,39,1,4,1,30,0,5.8,2,2,77,0,4,0,20,0,False,False,False,True,False,False,False,False,False,False,False,True
42,0,5.1,74000,-6.1,0,4,29,1,2,3,34,0,1.0,5,1,78,0,1,0,23,0,False,False,False,False,False,False,False,True,False,False,True,False
35,2,1.6,132000,-18.0,1,5,57,0,4,0,50,1,4.8,4,2,67,0,3,1,21,1,True,False,False,False,False,False,False,False,True,False,True,False
42,3,2.1,158000,-1.1,1,0,59,0,1,2,30,1,1.6,5,4,88,1,1,0,14,0,False,False,False,True,False,False,False,False,False,False,False,True
50,0,0.8,51000,-4.4,0,5,13,1,1,0,52,0,6.4,4,2,74,0,4,0,21,0,False,False,True,False,False,False,False,False,False,False,True,False
35,3,3.8,154000,-9.0,1,5,36,1,4,1,46,0,7.3,5,2,85,0,4,0,17,0,True,False,False,False,False,False,False,True,False,False,True,False
48,0,4.2,53000,6.4,1,5,43,1,1,3,47,0,1.4,3,1,72,0,2,0,18,0,True,False,False,True,False,False,False,False,False,False,False,False
35,3,2.5,166000,1.3,1,0,59,1,4,1,33,0,2.7,2,1,73,1,3,0,16,0,False,False,False,True,False,False,False,False,False,False,False,True
51,2,2.1,134000,-4.4,1,4,26,1,3,1,34,0,4.2,2,4,35,0,5,0,7,0,True,False,False,False,False,False,True,False,False,False,False,False
35,1,9.1,123000,5.6,0,3,3,1,4,2,43,0,5.4,3,4,64,2,4,0,18,0,False,False,False,False,False,False,False,False,True,False,False,False
28,2,5.6,105000,4.4,0,3,37,1,5,3,39,1,6.4,3,2,51,1,4,0,15,0,True,False,False,True,False,False,False,False,False,False,False,False
20,1,1.3,103000,-2.9,0,2,22,0,5,1,38,0,5.9,1,1,83,0,5,0,24,0,False,False,False,False,False,False,False,False,False,True,False,False
43,0,1.3,71000,8.8,1,5,31,1,3,2,39,1,2.5,5,0,92,0,5,1,19,1,True,False,False,True,False,False,False,False,False,False,True,False
34,1,0.6,108000,8.5,1,4,28,0,5,2,54,0,5.3,4,2,62,1,2,1,15,0,True,False,False,True,False,False,False,False,False,False,False,False
52,0,3.0,69000,3.0,0,2,39,0,5,1,38,0,5.3,5,1,76,1,5,1,24,0,False,False,False,False,False,False,True,False,False,False,False,False
24,2,2.5,109000,-7.4,1,0,21,1,2,1,41,0,6.2,4,1,65,0,3,0,14,0,False,False,False,True,False,False,False,False,False,False,False,True
46,2,1.2,116000,1.0,0,0,71,1,1,2,47,0,2.4,4,1,91,1,1,0,15,0,False,False,False,False,False,False,False,False,False,False,False,True
34,1,2.9,101000,-10.0,0,3,32,1,3,3,50,0,4.2,1,2,46,0,5,0,20,0,False,False,False,True,False,False,False,False,False,False,False,False
31,4,11.4,167000,-13.9,0,2,19,1,2,3,42,0,5.2,5,0,76,0,5,0,8,0,True,False,False,False,False,False,False,False,False,False,False,False
39,1,2.4,56000,-0.7,1,5,45,1,4,1,39,1,5.6,2,2,74,1,4,0,19,0,True,False,False,True,False,False,False,False,False,False,True,False
40,3,3.4,143000,5.1,1,3,13,1,2,1,48,0,3.8,1,0,46,0,3,0,21,0,False,False,False,False,False,False,True,False,False,False,False,False
31,1,4.9,90000,-8.9,0,2,12,0,3,1,44,0,4.8,1,1,76,0,2,0,7,0,True,False,False,False,True,False,False,False,False,False,False,False
20,3,3.9,160000,9.9,0,0,25,1,3,0,55,0,4.0,2,4,50,1,4,1,22,0,False,False,False,False,False,False,False,True,False,False,False,True
38,1,3.3,108000,-8.2,1,5,32,0,4,0,50,1,7.4,1,1,73,1,4,1,24,1,False,False,False,False,False,True,False,False,False,False,True,False
47,0,0.8,56000,16.1,1,0,30,1,2,1,30,0,4.3,1,2,33,2,2,0,11,1,False,False,False,False,False,False,False,True,False,False,False,True
41,3,3.3,201000,23.8,0,2,9,1,3,1,32,1,3.0,2,1,20,0,1,0,5,0,False,False,False,True,False,False,False,False,False,False,False,False
21,1,4.4,83000,-7.7,1,0,12,1,1,2,36,0,5.4,4,2,85,0,3,0,15,0,False,False,False,False,False,False,False,True,False,False,False,True
29,1,1.8,78000,7.4,0,0,36,0,2,0,44,0,4.7,1,0,67,0,3,0,5,0,False,False,False,True,False,False,False,False,False,False,False,True
25,3,1.3,183000,14.0,1,3,46,1,4,2,33,0,5.1,3,4,52,2,2,0,20,0,True,False,False,True,False,False,False,False,False,False,False,False
34,0,3.8,47000,24.5,0,2,66,0,1,0,35,0,2.4,3,4,81,2,1,0,19,0,False,False,False,False,False,False,True,False,False,False,False,False
29,4,3.7,211000,-18.1,1,0,8,0,4,1,43,0,3.7,4,2,69,0,1,0,19,0,True,False,False,False,False,False,False,True,False,False,False,True
21,2,2.9,120000,-1.3,1,5,70,0,1,0,41,1,4.6,5,0,64,0,1,0,11,0,False,False,False,False,False,False,False,False,False,True,True,False
24,0,5.1,49000,4.8,1,0,51,0,4,2,38,0,7.0,3,0,42,0,1,0,21,0,False,False,False,False,True,False,False,False,False,False,False,True
30,2,3.1,113000,10.9,0,0,26,1,3,3,47,1,6.1,2,2,26,0,1,0,3,1,True,False,False,False,True,False,False,False,False,False,False,True
40,3,4.3,192000,4.6,0,4,30,0,4,0,32,1,4.2,4,0,70,1,4,1,5,0,True,False,False,True,False,False,False,False,False,False,True,False
27,2,0.8,135000,-3.3,0,0,22,0,1,0,42,0,3.1,3,1,78,1,1,0,11,0,True,False,False,False,False,True,False,False,False,False,False,True
35,4,10.5,161000,12.9,0,3,13,0,3,2,36,0,4.9,5,1,72,1,2,0,14,0,True,False,False,False,False,False,False,False,False,True,False,False
34,4,5.7,123000,-5.7,1,5,84,1,5,1,38,1,4.0,4,1,93,0,4,0,19,0,True,False,False,False,False,False,False,False,True,False,True,False
39,2,2.4,141000,-6.9,1,0,9,1,2,1,30,0,2.1,5,2,81,2,5,1,7,0,True,False,False,False,False,False,True,False,False,False,False,True
42,3,4.6,206000,2.6,0,2,45,1,3,2,51,0,5.7,4,2,88,0,1,1,12,0,False,False,True,False,False,False,False,False,False,False,False,False
50,1,0.9,90000,-15.4,0,3,13,0,4,1,46,0,4.0,3,1,89,0,5,0,16,0,False,False,False,False,False,False,False,False,False,True,False,False
39,1,2.5,89000,-34.0,1,5,79,1,4,1,47,0,1.8,4,1,71,0,2,1,19,0,True,False,False,False,False,False,False,True,False,False,False,False
29,4,3.6,188000,-4.7,0,0,14,0,3,2,45,0,5.0,1,2,69,0,1,0,12,0,False,False,False,False,False,False,False,True,False,False,False,True
31,0,1.3,52000,-12.0,1,5,71,0,2,0,55,1,5.1,3,4,74,0,2,0,8,0,True,False,False,False,False,False,False,True,False,False,False,False
28,0,5.8,58000,-0.2,0,0,64,1,2,0,35,1,5.5,5,0,58,0,3,0,20,0,True,False,False,False,False,False,False,False,False,False,False,True
38,2,9.9,133000,-13.2,0,0,28,0,4,2,51,0,7.0,2,1,80,0,4,1,11,0,True,False,False,False,False,False,False,True,False,False,False,True
35,2,10.3,148000,4.9,0,0,31,0,3,1,49,0,4.8,5,2,100,0,3,1,13,0,True,False,False,False,False,False,False,False,True,False,False,True
40,4,11.4,164000,0.8,0,0,22,0,4,1,36,0,7.3,5,2,53,1,3,0,24,0,True,False,False,False,False,False,False,False,False,True,False,True
39,1,0.7,73000,-28.7,0,2,36,1,2,3,34,0,2.9,5,2,60,0,1,0,15,0,True,False,False,False,False,False,False,False,False,False,False,False
27,2,4.8,124000,-2.9,0,0,75,1,1,1,37,1,5.5,5,1,73,1,4,0,4,0,False,False,True,False,False,False,False,False,False,False,False,True
25,2,5.0,122000,-10.1,0,4,25,1,1,2,34,0,6.0,1,1,68,0,5,0,10,0,False,False,False,True,False,False,False,False,False,False,True,False
51,0,2.0,67000,-1.8,1,0,9,1,3,3,39,0,2.2,2,0,63,1,5,0,16,0,False,False,False,False,False,False,False,True,False,False,False,True
43,1,1.3,101000,9.5,0,0,29,1,1,1,30,0,1.7,1,1,71,0,2,1,17,0,False,False,False,False,False,True,False,False,False,False,False,True
35,4,2.7,216000,-9.8,0,5,7,1,2,2,40,1,5.6,4,0,88,0,4,0,8,0,True,False,False,False,True,False,False,False,False,False,True,False
32,1,2.7,81000,-8.9,1,0,22,0,1,1,47,0,5.8,3,4,66,1,4,1,4,0,True,False,True,False,False,False,False,False,False,False,False,True
29,0,3.9,66000,13.0,0,3,49,1,1,3,45,0,1.0,3,2,75,2,2,1,21,0,True,False,False,True,False,False,False,False,False,False,False,False
24,0,4.4,60000,0.8,0,3,15,0,2,2,43,0,3.5,2,1,62,2,4,0,12,0,True,False,False,False,False,False,True,False,False,False,False,False
36,4,7.9,175000,-9.0,1,4,30,1,4,1,42,1,1.6,4,4,58,0,4,0,24,0,True,False,False,True,False,False,False,False,False,False,False,False
31,1,5.2,81000,-18.9,0,3,8,1,2,1,43,0,6.1,4,2,56,0,4,1,17,0,True,False,False,True,False,False,False,False,False,False,False,False
30,5,0.9,217000,-18.9,1,3,6,1,5,3,38,0,5.8,3,4,45,0,1,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False
42,0,2.6,48000,-8.4,0,5,20,1,1,2,37,1,3.6,4,2,84,0,5,0,22,0,True,False,False,True,False,False,False,False,False,False,True,False
20,1,2.1,92000,-4.4,1,0,7,0,5,1,32,0,4.1,1,1,61,0,1,1,12,1,False,False,False,False,False,False,False,False,False,True,False,True
31,4,4.3,201000,8.4,0,2,71,1,1,2,39,0,4.1,1,1,54,0,1,0,24,0,True,False,False,False,False,False,False,True,False,False,False,False
55,0,6.8,47000,-19.7,1,5,28,1,1,2,39,0,4.3,1,2,57,0,4,0,6,1,False,False,False,False,False,False,False,True,False,False,True,False
34,0,8.3,52000,-10.2,1,0,64,1,2,2,44,0,10.0,5,4,82,1,5,1,22,0,False,False,False,False,False,False,True,False,False,False,False,True
29,1,1.7,103000,-10.8,0,3,40,1,3,3,47,0,6.9,3,2,54,0,1,0,11,0,False,False,False,True,False,False,False,False,False,False,False,False
23,1,1.0,94000,1.4,0,3,32,0,1,0,40,0,5.7,3,0,63,1,5,0,8,0,False,False,False,True,False,False,False,False,False,False,False,False
35,1,6.7,89000,6.8,0,4,11,0,3,2,59,0,5.3,3,0,85,0,5,0,19,0,False,False,False,False,False,False,False,False,False,True,True,False
28,1,0.8,82000,0.1,0,0,36,0,3,0,56,1,4.4,2,2,44,0,5,0,9,0,False,False,False,False,False,False,False,True,False,False,False,True
39,0,3.7,66000,-4.1,1,4,25,1,3,3,40,0,2.3,3,2,90,0,4,0,15,0,False,False,False,False,False,False,True,False,False,False,False,False
23,1,6.8,106000,7.3,0,0,22,0,1,0,55,1,5.1,2,1,51,0,2,0,7,0,False,False,False,False,False,False,True,False,False,False,False,True
35,1,5.4,101000,-14.8,1,5,22,0,1,1,39,0,3.1,3,1,58,1,5,0,20,0,False,False,False,False,False,False,False,True,False,False,False,False
37,3,2.7,124000,-0.1,1,5,49,1,1,2,43,0,4.7,4,2,70,0,1,0,4,1,True,False,False,True,False,False,False,False,False,False,False,False
42,3,3.2,147000,12.2,1,3,13,1,5,3,35,0,4.8,2,2,85,0,5,0,21,0,False,False,False,False,False,False,False,False,False,False,False,False
43,4,1.4,214000,-20.6,0,0,47,1,1,2,41,0,5.9,5,1,46,0,5,0,5,0,False,False,True,False,False,False,False,False,False,False,False,True
39,1,3.9,95000,10.4,1,0,23,1,4,1,39,1,4.8,5,4,63,1,1,0,12,0,False,False,False,False,False,False,False,False,True,False,False,True
30,1,3.4,78000,-18.5,0,5,20,1,5,0,43,0,6.3,1,1,42,0,3,1,17,1,False,False,False,True,False,False,False,False,False,False,True,False
42,1,4.6,111000,-11.3,0,0,15,0,4,1,60,0,7.9,1,1,76,0,2,0,14,0,False,False,False,False,False,True,False,False,False,False,False,True
25,4,1.7,175000,-8.7,1,5,10,1,5,0,39,0,5.0,4,1,83,1,4,0,13,0,True,False,False,False,False,False,False,False,False,False,True,False
34,0,2.3,66000,6.7,0,5,43,1,3,2,51,0,6.0,4,2,83,0,4,0,13,0,True,False,False,True,False,False,False,False,False,False,True,False
44,0,4.3,71000,-10.7,0,5,24,1,5,2,47,0,7.9,2,1,86,1,4,0,7,1,True,False,False,True,False,False,False,False,False,False,True,False
34,2,3.7,146000,-16.8,1,0,40,1,2,0,42,0,6.5,2,2,60,0,5,1,13,1,False,False,False,False,False,False,False,False,True,False,False,True
51,4,9.9,161000,-7.3,0,2,36,0,3,1,33,0,5.0,2,2,62,1,5,0,4,0,False,False,False,True,False,False,False,False,False,False,False,False
36,0,3.9,77000,-9.5,1,0,26,0,1,2,52,0,5.2,1,2,26,0,3,0,13,0,False,False,True,False,False,False,False,False,False,False,False,True
20,0,3.3,65000,13.6,0,2,7,1,2,1,57,0,2.6,1,0,53,2,1,1,14,0,False,False,False,False,False,False,False,False,False,True,False,False
34,5,3.9,184000,-6.4,1,5,36,1,4,3,39,0,4.9,4,2,88,1,2,0,13,0,False,False,False,False,False,False,False,True,False,False,False,False
34,1,3.1,98000,-17.7,1,5,3,1,1,1,36,0,4.0,4,2,78,1,2,0,21,0,True,False,True,False,False,False,False,False,False,False,False,False
39,1,5.2,84000,-11.8,0,0,21,0,1,3,36,0,7.0,3,0,62,0,1,0,10,0,False,False,False,False,False,False,False,False,False,True,False,True
40,0,2.1,63000,-11.8,0,0,10,1,5,2,39,1,8.7,1,1,81,1,1,0,19,0,False,False,False,False,False,False,False,False,True,False,False,True
40,2,6.0,129000,-6.9,1,0,15,1,2,0,32,0,5.7,4,1,89,0,4,0,23,0,True,False,False,False,False,False,False,False,False,False,False,True
50,0,4.2,52000,7.1,1,5,3,1,4,2,39,0,5.2,1,2,47,0,4,0,13,1,True,False,False,True,False,False,False,False,False,False,True,False
32,0,2.1,65000,-0.8,1,0,9,1,5,2,52,1,5.0,2,2,50,1,1,1,14,1,True,False,False,False,False,False,False,False,False,True,False,True
49,2,0.9,123000,4.1,1,0,118,1,2,2,30,0,3.9,1,2,86,1,5,0,14,0,True,False,False,False,False,False,False,False,False,True,False,True
36,5,2.0,263620,-24.2,0,0,61,1,4,0,43,0,1.4,1,1,59,0,1,0,4,0,True,False,False,False,False,False,False,False,False,True,False,True
35,2,1.2,134000,-1.7,0,0,3,1,4,2,46,0,5.3,1,4,50,1,4,0,9,0,True,False,False,False,False,False,True,False,False,False,False,True
20,0,3.4,53000,-10.0,1,5,39,0,1,0,51,0,5.6,1,1,30,0,2,0,14,1,False,False,False,False,False,False,False,False,False,False,True,False
53,0,8.9,65000,-0.2,0,5,52,1,2,1,36,1,7.6,4,0,90,0,3,0,24,0,False,False,True,False,False,False,False,False,False,False,True,False
39,0,2.4,77000,-3.5,0,0,11,1,3,2,50,1,5.6,3,1,37,1,2,1,23,1,True,False,False,False,False,False,False,True,False,False,False,True
30,1,3.8,95000,-2.4,0,4,55,1,3,3,48,0,3.1,1,1,44,0,3,0,20,0,True,False,False,False,False,False,False,False,False,False,True,False
39,0,10.2,60000,8.2,0,0,51,1,3,0,50,0,4.8,4,4,90,0,2,0,9,0,True,False,False,False,True,False,False,False,False,False,False,True
28,2,2.7,136000,9.0,0,0,10,1,5,0,37,0,5.3,3,4,83,0,1,0,24,0,True,False,False,False,False,False,False,False,False,False,False,True
43,0,5.7,48000,8.6,0,4,14,1,3,2,49,1,7.6,2,1,97,1,5,0,3,0,False,False,False,False,True,False,False,False,False,False,True,False
39,1,9.2,93000,-5.2,0,5,49,1,5,1,34,0,4.8,5,4,90,0,1,0,19,0,False,False,False,True,False,False,False,False,False,False,True,False
43,2,2.7,167000,-10.0,0,2,54,0,2,3,38,0,3.1,4,0,67,1,4,1,9,0,False,False,False,False,False,False,False,False,False,True,False,False
20,4,3.7,154000,3.0,0,5,59,1,5,2,50,0,4.4,4,1,83,0,5,1,19,0,False,False,True,False,False,False,False,False,False,False,True,False
52,3,7.1,195000,-8.5,0,0,54,1,5,1,47,0,7.3,1,1,51,0,5,0,4,0,False,False,False,False,False,False,False,False,False,True,False,True
39,0,5.9,68000,-16.2,0,0,21,1,3,1,49,0,1.3,2,4,70,0,5,0,18,0,False,False,False,False,False,False,False,True,False,False,False,True
55,2,8.8,116000,8.9,1,0,59,1,4,1,38,0,4.3,3,1,67,1,4,0,21,0,False,False,False,False,False,False,False,False,False,True,False,True
26,0,0.6,58000,-9.9,0,0,65,1,4,3,39,0,3.8,4,0,56,0,1,0,13,0,True,False,False,True,False,False,False,False,False,False,False,True
36,0,7.2,83000,-13.6,0,4,24,0,2,3,30,1,5.5,3,2,55,0,3,0,20,0,False,False,False,False,False,False,True,False,False,False,True,False
41,2,6.1,136000,1.1,1,4,22,0,5,1,43,0,2.9,1,2,51,0,3,1,19,0,True,False,False,False,False,False,False,False,True,False,False,False
20,1,2.4,78000,-4.9,1,5,19,1,4,3,34,0,2.7,5,1,92,1,4,0,10,0,False,False,False,False,True,False,False,False,False,False,True,False
36,2,0.5,114000,12.7,1,0,43,1,3,0,54,0,2.2,4,1,47,0,3,0,6,0,True,False,False,False,False,False,False,False,True,False,False,True
30,1,0.9,100000,10.8,0,3,23,1,5,2,50,0,2.3,5,0,63,0,2,0,22,0,False,False,False,True,False,False,False,False,False,False,False,False
38,1,2.2,86000,-14.1,1,5,35,1,1,2,32,1,2.4,4,1,82,1,2,0,17,0,False,False,False,False,False,False,False,False,True,False,False,False
44,5,1.2,208000,10.5,0,0,65,0,1,2,30,0,4.7,3,1,87,0,1,0,9,0,True,False,False,True,False,False,False,False,False,False,False,True
44,1,0.7,86000,2.4,0,3,15,1,3,2,41,0,2.7,2,1,68,1,3,0,21,0,True,False,False,False,False,False,False,False,False,False,False,False
24,1,7.1,124000,15.4,0,5,83,1,3,1,51,1,3.0,3,2,61,0,5,0,19,1,False,False,False,False,False,True,False,False,False,False,True,False
35,2,1.2,168000,-5.4,1,5,25,1,1,2,42,0,5.2,4,2,52,0,4,0,11,1,False,False,False,False,False,False,True,False,False,False,True,False
43,2,5.9,96000,-0.3,0,4,32,0,4,1,39,0,7.8,5,2,29,0,5,0,20,0,True,False,False,False,False,False,False,False,False,False,True,False
43,1,0.7,70000,-0.7,0,3,24,1,3,0,52,0,2.9,5,2,73,0,2,0,24,0,False,False,False,False,False,False,False,True,False,False,False,False
22,2,2.4,132000,2.3,1,4,10,1,3,3,31,0,3.3,1,2,63,1,2,0,4,0,True,False,False,False,False,False,False,False,False,True,False,False
27,2,1.9,152000,3.4,0,5,26,1,3,1,36,0,5.4,5,4,40,1,3,1,5,0,False,False,False,False,False,False,False,False,False,True,True,False
33,5,3.0,204000,15.1,1,3,34,0,2,2,50,0,2.3,3,4,75,0,5,0,15,0,True,False,False,False,False,False,False,False,True,False,False,False
49,1,7.5,105000,-1.5,1,5,24,0,4,2,48,1,10.0,2,1,61,0,2,0,18,1,True,False,False,True,False,False,False,False,False,False,True,False
35,0,4.4,52000,-11.9,1,4,28,1,5,1,42,1,3.1,1,1,21,1,2,0,12,0,False,False,False,True,False,False,False,False,False,False,False,False
32,0,0.6,54000,5.4,0,3,85,1,1,0,45,0,6.5,2,4,75,0,1,0,14,0,True,False,False,False,False,False,False,False,True,False,False,False
32,0,1.8,59000,-3.2,0,4,7,1,1,2,40,0,5.0,3,0,55,1,4,0,11,0,True,False,False,False,True,False,False,False,False,False,True,False
28,0,1.9,51000,1.3,1,5,64,1,4,2,34,0,4.2,4,1,55,1,1,1,4,0,False,False,False,False,False,False,False,False,True,False,True,False
39,1,5.2,103000,-28.6,1,3,27,1,1,1,44,0,6.5,3,2,78,0,4,0,8,0,True,False,False,False,False,False,True,False,False,False,False,False
34,1,2.2,94000,-9.2,1,0,20,1,3,1,41,0,6.7,5,1,72,0,4,0,6,1,False,False,False,False,False,False,False,False,False,False,False,True
37,2,1.0,100000,-4.0,0,3,34,1,4,0,45,0,6.4,2,4,29,1,3,0,16,0,True,False,False,False,False,False,False,False,True,False,False,False
21,4,3.2,169000,-2.3,1,0,57,0,5,2,34,0,1.1,1,0,47,0,1,1,10,1,True,False,True,False,False,False,False,False,False,False,False,True
37,4,2.6,176000,11.0,1,0,38,1,2,2,49,0,6.4,2,1,26,0,1,0,5,1,True,False,False,False,False,False,False,True,False,False,False,True
27,0,0.7,70000,-11.2,0,0,73,1,2,0,43,0,4.3,4,2,77,0,3,0,13,0,False,False,False,False,False,False,False,False,False,True,False,True
30,0,6.4,47000,-6.0,1,5,20,1,2,0,42,1,4.4,1,1,52,0,2,0,11,1,False,False,False,False,False,False,False,True,False,False,False,False
42,1,3.8,79000,-6.5,0,0,76,0,3,1,36,0,5.4,5,0,66,0,5,0,19,0,True,False,False,False,False,True,False,False,False,False,False,True
36,1,4.7,98000,-5.2,1,5,31,0,2,2,46,0,1.3,5,1,31,0,4,0,20,0,True,False,False,False,False,False,False,False,True,False,False,False
43,1,3.2,67000,0.4,0,5,31,0,4,2,35,0,2.4,3,1,68,1,2,0,6,0,True,False,False,False,False,False,False,False,False,True,True,False
29,0,3.8,56000,3.3,1,0,51,0,5,2,44,1,4.2,3,0,71,0,1,0,18,0,False,False,False,True,False,False,False,False,False,False,False,True
30,1,3.5,105000,2.4,0,3,54,1,2,1,43,0,4.7,2,0,66,0,2,1,4,0,True,False,False,False,False,False,False,False,True,False,False,False
31,2,2.0,125000,-12.7,1,5,53,1,4,1,43,1,4.0,1,1,70,0,4,1,18,0,True,False,False,False,False,False,False,False,True,False,True,False
23,0,1.9,63000,4.5,1,5,54,0,5,1,38,0,7.8,4,0,73,0,5,0,3,0,True,False,False,False,False,False,False,False,False,True,True,False
29,2,0.4,119000,7.3,0,4,33,1,5,1,30,0,2.1,4,4,71,1,5,0,14,0,False,True,False,True,False,False,False,False,False,False,True,False
41,1,1.1,91000,9.7,1,0,16,1,3,2,53,1,2.0,2,2,88,0,3,0,10,0,True,False,False,False,False,False,True,False,False,False,False,True
46,0,5.6,71000,-0.4,1,4,25,1,1,3,55,0,4.1,4,1,75,2,3,0,23,0,True,False,False,False,True,False,False,False,False,False,False,False
33,1,1.3,92000,9.9,1,4,60,1,5,1,59,0,4.9,1,2,42,1,3,0,15,0,False,False,False,False,False,True,False,False,False,False,False,False
33,0,4.0,68000,-4.6,0,3,35,0,2,3,41,0,1.6,2,1,86,0,2,0,9,0,False,False,False,False,True,False,False,False,False,False,False,False
41,2,1.5,121000,12.1,0,5,36,1,4,2,43,0,4.6,2,2,58,0,1,0,17,0,False,False,False,True,False,False,False,False,False,False,True,False
33,5,1.8,263620,-18.7,1,0,28,0,1,3,31,0,5.3,1,1,41,1,4,0,19,0,True,False,False,False,False,False,False,False,False,False,False,True
27,0,1.5,64000,1.4,0,2,55,0,5,1,32,1,2.9,3,1,78,1,5,0,24,0,True,False,False,True,False,False,False,False,False,False,False,False
42,0,5.8,66000,-16.7,1,4,38,1,3,2,54,1,5.8,4,0,71,1,1,1,21,0,False,False,True,False,False,False,False,False,False,False,False,False
33,1,4.2,119000,-4.6,0,4,15,1,4,3,51,1,6.0,4,1,44,0,1,0,10,0,True,False,False,True,False,False,False,False,False,False,True,False
28,0,2.7,54000,9.4,0,2,27,1,1,1,37,0,3.6,5,1,49,0,5,0,20,0,True,False,False,False,False,False,True,False,False,False,False,False
26,1,4.1,85000,-8.8,0,4,70,1,1,3,41,0,4.3,2,4,56,0,1,0,19,0,True,False,True,False,False,False,False,False,False,False,True,False
34,2,4.3,130000,5.2,1,0,62,0,3,1,33,1,5.6,4,2,15,1,5,0,8,0,True,False,False,False,False,False,False,False,False,True,False,True
26,3,5.4,181000,5.4,1,5,41,0,3,2,49,0,4.8,2,2,79,0,4,0,17,0,False,False,False,False,False,False,False,False,True,False,True,False
36,2,0.5,105000,2.0,0,5,31,1,3,1,58,0,7.7,3,1,55,0,4,0,7,0,True,False,False,False,True,False,False,False,False,False,True,False
39,0,1.9,57000,-0.2,1,0,42,1,3,1,53,1,8.1,2,4,82,1,4,1,4,0,True,False,False,False,False,False,False,False,True,False,False,True
43,3,2.0,181000,-2.0,0,2,35,0,1,1,36,1,3.1,5,2,72,1,4,0,17,0,False,False,False,True,False,False,False,False,False,False,False,False
52,2,2.9,73000,5.8,0,3,64,1,5,1,42,0,6.9,3,4,28,0,1,0,4,0,False,False,False,False,False,False,True,False,False,False,False,False
38,4,3.0,156000,5.8,1,5,23,1,5,2,52,0,6.3,5,2,44,0,1,0,24,1,True,False,False,False,False,False,False,True,False,False,False,False
20,3,3.6,170000,-9.6,0,0,61,1,5,1,43,0,2.7,4,2,47,0,3,1,24,0,True,False,False,False,False,False,False,False,False,True,False,True
53,1,1.7,92000,-12.7,0,0,66,1,1,1,54,0,4.4,5,0,98,1,4,0,15,0,False,False,False,False,False,False,False,False,False,True,False,True
28,3,5.2,124000,-12.0,0,2,7,1,2,0,57,0,4.4,5,1,86,2,3,0,7,0,True,False,False,False,False,False,False,False,False,True,False,False
44,0,1.6,76000,8.0,1,5,6,1,1,2,38,0,3.6,1,1,44,0,4,1,18,0,True,False,False,False,False,False,True,False,False,False,False,False
39,2,2.5,81000,6.8,1,5,77,1,4,2,48,0,8.0,1,2,51,0,4,0,19,1,True,False,False,False,False,False,False,False,False,True,False,False
39,1,1.5,76000,1.2,0,5,31,1,5,1,40,0,5.0,5,2,44,0,4,0,8,1,True,False,False,False,False,False,False,True,False,False,True,False
38,2,2.0,168000,-7.1,0,2,66,0,2,2,33,0,1.0,5,2,70,0,4,0,6,0,False,False,False,False,False,False,False,True,False,False,False,False
30,1,2.1,85000,-20.0,0,2,10,1,2,3,42,0,2.8,4,0,100,0,5,0,20,0,True,False,False,False,False,False,False,True,False,False,False,False
40,4,2.2,206000,-8.9,0,0,40,0,1,2,30,1,6.4,3,0,80,1,2,0,4,1,False,False,False,True,False,False,False,False,False,False,False,True
33,1,0.8,101000,8.7,0,0,71,1,2,2,44,0,3.5,5,4,70,1,4,0,6,0,False,False,False,False,False,False,False,False,True,False,False,True
32,4,2.9,229000,-14.3,0,0,55,1,4,0,52,1,4.7,1,0,12,1,4,0,13,1,True,False,False,False,False,False,False,True,False,False,False,True
25,1,3.7,83000,-19.0,0,4,21,1,5,2,36,0,4.7,1,2,63,0,1,0,9,1,False,False,False,False,False,False,False,False,False,True,True,False
30,2,1.9,111000,-10.1,0,2,23,0,5,0,58,0,3.7,1,0,62,0,4,1,7,0,False,False,False,False,False,True,False,False,False,False,False,False
22,1,2.0,73000,-13.9,1,0,28,1,2,2,39,0,2.8,3,4,36,0,3,0,24,0,True,False,False,True,False,False,False,False,False,False,False,True
33,4,9.2,150000,9.6,1,5,20,1,5,1,36,0,5.2,5,1,41,0,5,1,21,0,False,False,True,False,False,False,False,False,False,False,True,False
36,0,0.3,62000,8.2,0,0,64,0,5,3,53,0,1.1,5,1,66,1,2,0,6,0,True,False,False,True,False,False,False,False,False,False,False,True
32,0,2.4,61000,-18.6,1,4,91,1,1,0,37,0,1.7,5,1,78,0,4,0,12,0,False,False,False,True,False,False,False,False,False,False,False,False
35,0,6.5,55000,-2.0,0,2,30,1,2,2,47,0,6.2,3,1,85,0,1,1,19,0,False,False,False,False,False,False,False,False,False,False,False,False
